date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:36:26	48122/48122	---M--	200	added ('OK')	image/jpeg	etag:%22f3f78a3e906074b04b03d48a28cd0912%22	https://rally-media.s3.amazonaws.com/screenshots/tab-bar.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/tab-bar.jpg	(from https://rallyinteractive.com/case-studies/snkrs/)
21:36:28	32005/32005	---M--	200	added ('OK')	image/jpeg	etag:%22b71373ce6d2d6d220f1603fb100a4744%22	https://rally-media.s3.amazonaws.com/screenshots/new-drops.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/new-drops.jpg	(from https://rallyinteractive.com/case-studies/snkrs/)
21:36:29	28987/28987	---M--	200	added ('OK')	image/jpeg	etag:%223774dc5cd35c811343a7856a185ff80b%22	https://rally-media.s3.amazonaws.com/screenshots/01.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/01.jpg	(from https://rallyinteractive.com/case-studies/snkrs/)
21:36:30	43543/43543	---M--	200	added ('OK')	image/jpeg	etag:%22bfbaa7dfa209f33ea616c3d15f5f9994%22	https://rally-media.s3.amazonaws.com/screenshots/03-Nike-SNKRS.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/03-Nike-SNKRS.jpg	(from https://rallyinteractive.com/case-studies/snkrs/)
21:36:35	200321/200321	---M--	200	added ('OK')	image/jpeg	etag:%22afe4a57b7c73bd0203d06fd26042cee6%22	https://rally-media.s3.amazonaws.com/heroshots/00-Fox-sports-hero.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/00-Fox-sports-hero.jpg	(from https://rallyinteractive.com/case-studies/broadcast-graphics/)
21:36:35	178422/178422	---M--	200	added ('OK')	image/jpeg	etag:%22da42333b29d340c75942d9bed0c1387e%22	https://rally-media.s3.amazonaws.com/screenshots/00-Fox-sports-back-up.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/00-Fox-sports-back-up.jpg	(from https://rallyinteractive.com/case-studies/broadcast-graphics/)
21:36:37	120191/120191	---M--	200	added ('OK')	image/jpeg	etag:%22bb1b02779b7c836062eb64211ac30caa%22	https://rally-media.s3.amazonaws.com/screenshots/02-Fox-Sports.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/02-Fox-Sports.jpg	(from https://rallyinteractive.com/case-studies/broadcast-graphics/)
21:36:39	177869/177869	---M--	200	added ('OK')	image/jpeg	etag:%22d844da0a3f4106143c8fbaa2b9e20a6b%22	https://rally-media.s3.amazonaws.com/screenshots/03-Fox-Sports-backup.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/03-Fox-Sports-backup.jpg	(from https://rallyinteractive.com/case-studies/broadcast-graphics/)
21:36:40	103078/103078	---M--	200	added ('OK')	image/jpeg	etag:%2268fc7d42d598c20dba38f87c34d5f7a2%22	https://rally-media.s3.amazonaws.com/heroshots/01-Stance-mobile.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/01-Stance-mobile.jpg	(from https://rallyinteractive.com/case-studies/stance/)
21:36:43	212041/212041	---M--	200	added ('OK')	image/jpeg	etag:%22dab03dd5b1f44f8ab6fbe9a896fb9453%22	https://rally-media.s3.amazonaws.com/screenshots/02-Stance-PDP.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/02-Stance-PDP.jpg	(from https://rallyinteractive.com/case-studies/stance/)
21:36:46	242149/242149	---M--	200	added ('OK')	image/jpeg	etag:%225ff049f4a7202ee83f4b2085257e831b%22	https://rally-media.s3.amazonaws.com/heroshots/00-Stance-desktop.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/00-Stance-desktop.jpg	(from https://rallyinteractive.com/case-studies/stance/)
21:36:47	132527/132527	---M--	200	added ('OK')	image/jpeg	etag:%22861560ea2b497e5e122abb019fa5509c%22	https://rally-media.s3.amazonaws.com/screenshots/03-Stance-styleguide.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/03-Stance-styleguide.jpg	(from https://rallyinteractive.com/case-studies/stance/)
21:36:49	367815/367815	---M--	200	added ('OK')	image/jpeg	etag:%220fa9899f03632a5ce3e020e528492163%22	https://rally-media.s3.amazonaws.com/screenshots/04-Stance-desktop.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/04-Stance-desktop.jpg	(from https://rallyinteractive.com/case-studies/stance/)
21:36:53	110254/110254	---M--	200	added ('OK')	image/jpeg	etag:%2284f1544f0b76f0b39d0150297cd91a45%22	https://rally-media.s3.amazonaws.com/screenshots/01-paypal-installation-backup.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/01-paypal-installation-backup.jpg	(from https://rallyinteractive.com/case-studies/global-transactions/)
21:36:54	100431/100431	---M--	200	added ('OK')	image/jpeg	etag:%226fc70da2a1b4a464f82239abdff458bb%22	https://rally-media.s3.amazonaws.com/screenshots/02-PayPal-timeline-interaction.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/02-PayPal-timeline-interaction.jpg	(from https://rallyinteractive.com/case-studies/global-transactions/)
21:36:54	283573/283573	---M--	200	added ('OK')	image/jpeg	etag:%22d7a08e2ca32e9487c596d2dad798aca7%22	https://rally-media.s3.amazonaws.com/screenshots/05-Stance-style-guide-components.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/05-Stance-style-guide-components.jpg	(from https://rallyinteractive.com/case-studies/stance/)
21:36:55	195086/195086	---M--	200	added ('OK')	image/jpeg	etag:%222eb1d560fe1704c01a9e9a34f7567c63%22	https://rally-media.s3.amazonaws.com/heroshots/01-paypal-global-payments.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/01-paypal-global-payments.jpg	(from https://rallyinteractive.com/case-studies/global-transactions/)
21:36:56	111982/111982	---M--	200	added ('OK')	image/jpeg	etag:%22850a3efae81e60973b337cc311dbaafe%22	https://rally-media.s3.amazonaws.com/heroshots/000-luxe.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/000-luxe.jpg	(from https://rallyinteractive.com/case-studies/luxe-valet/)
21:36:58	83213/83213	---M--	200	added ('OK')	image/jpeg	etag:%22b2a078d293c3c883baa2a19529794ef9%22	https://rally-media.s3.amazonaws.com/heroshots/01-luxe.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/01-luxe.jpg	(from https://rallyinteractive.com/case-studies/luxe-valet/)
21:36:59	43849/43849	---M--	200	added ('OK')	image/jpeg	etag:%225aa5cc0118e9e45a6c7452f78bf2d958%22	https://rally-media.s3.amazonaws.com/screenshots/00-luxe-backup.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/00-luxe-backup.jpg	(from https://rallyinteractive.com/case-studies/luxe-valet/)
21:36:59	78251/78251	---M--	200	added ('OK')	image/jpeg	etag:%2206538bc3c4d0b82a994214b85d7a460b%22	https://rally-media.s3.amazonaws.com/heroshots/003-luxe.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/003-luxe.jpg	(from https://rallyinteractive.com/case-studies/luxe-valet/)
21:37:00	29519/29519	---M--	200	added ('OK')	image/jpeg	etag:%2206b00edac357b9bc4dda21952fc7c001%22	https://rally-media.s3.amazonaws.com/screenshots/01-luxe-backup.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/01-luxe-backup.jpg	(from https://rallyinteractive.com/case-studies/luxe-valet/)
21:37:02	26494/26494	---M--	200	added ('OK')	image/jpeg	etag:%221f1dfe63e824eb8740cae48db321e120%22	https://rally-media.s3.amazonaws.com/screenshots/02-luxe-backup.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/02-luxe-backup.jpg	(from https://rallyinteractive.com/case-studies/luxe-valet/)
21:37:03	31337/31337	---M--	200	added ('OK')	image/jpeg	etag:%2282006375d76ab85546530ae74f9fb794%22	https://rally-media.s3.amazonaws.com/screenshots/03-luxe-backup.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/03-luxe-backup.jpg	(from https://rallyinteractive.com/case-studies/luxe-valet/)
21:37:05	168433/168433	---M--	200	added ('OK')	image/jpeg	etag:%2289aae42aa366535a72c1c28647fdd79d%22	https://rally-media.s3.amazonaws.com/heroshots/00-Epicurrence-desktop.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/00-Epicurrence-desktop.jpg	(from https://rallyinteractive.com/case-studies/epicurrence-3/)
21:37:07	81308/81308	---M--	200	added ('OK')	image/jpeg	etag:%223a2c1cb2e2c1b50fd60b0d2f5193851f%22	https://rally-media.s3.amazonaws.com/heroshots/01-Epicurrence-mobile.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/01-Epicurrence-mobile.jpg	(from https://rallyinteractive.com/case-studies/epicurrence-3/)
21:37:09	51254/51254	---M--	200	added ('OK')	image/jpeg	etag:%22b2a0e506d91744f6cfe0026880cc4760%22	https://rally-media.s3.amazonaws.com/heroshots/01-Boston-Globe.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/01-Boston-Globe.jpg	(from https://rallyinteractive.com/case-studies/boston-globe/)
21:37:14	270157/270157	---M--	200	added ('OK')	image/jpeg	etag:%22f95594cbd712c3b7d04581378bbd5254%22	https://rally-media.s3.amazonaws.com/heroshots/00-Boston-Globe.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/00-Boston-Globe.jpg	(from https://rallyinteractive.com/case-studies/boston-globe/)
21:37:14	146717/146717	---M--	200	added ('OK')	image/jpeg	etag:%2222289d5c3ec8788d9e55fdae426c5d15%22	https://rally-media.s3.amazonaws.com/heroshots/00-Genworth.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/00-Genworth.jpg	(from https://rallyinteractive.com/case-studies/genworth/)
21:37:15	243830/243830	---M--	200	added ('OK')	image/jpeg	etag:%22ba193b700aebd5db5d0f9f4f5e0f8d2b%22	https://rally-media.s3.amazonaws.com/screenshots/07-Boston-Globe-ideas.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/07-Boston-Globe-ideas.jpg	(from https://rallyinteractive.com/case-studies/boston-globe/)
21:37:18	154671/154671	---M--	200	added ('OK')	image/jpeg	etag:%220ee218d478ed195f5dfc3541afc5384a%22	https://rally-media.s3.amazonaws.com/screenshots/01-iphone.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/01-iphone.jpg	(from https://rallyinteractive.com/case-studies/world-atlas/)
21:37:18	208960/208960	---M--	200	added ('OK')	image/jpeg	etag:%228a8cd6bbd7e0ca59e499cdcdb64447df%22	https://rally-media.s3.amazonaws.com/heroshots/_00-ipad-preview.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/_00-ipad-preview.jpg	(from https://rallyinteractive.com/case-studies/world-atlas/)
21:37:19	178878/178878	---M--	200	added ('OK')	image/jpeg	etag:%22fab1b72dcf3234db3495d0d35f574ed5%22	https://rally-media.s3.amazonaws.com/heroshots/_01-iphone.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/_01-iphone.jpg	(from https://rallyinteractive.com/case-studies/world-atlas/)
21:37:19	208960/208960	---M--	200	added ('OK')	image/jpeg	etag:%228a8cd6bbd7e0ca59e499cdcdb64447df%22	https://rally-media.s3.amazonaws.com/screenshots/_00-ipad-preview.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/_00-ipad-preview.jpg	(from https://rallyinteractive.com/case-studies/world-atlas/)
21:37:20	95489/95489	---M--	200	added ('OK')	image/jpeg	etag:%228c897c531ae7be11c0e24d6634987c5e%22	https://rally-media.s3.amazonaws.com/screenshots/_01-ipad-preview.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/_01-ipad-preview.jpg	(from https://rallyinteractive.com/case-studies/world-atlas/)
21:37:22	178878/178878	---M--	200	added ('OK')	image/jpeg	etag:%22fab1b72dcf3234db3495d0d35f574ed5%22	https://rally-media.s3.amazonaws.com/screenshots/_01-iphone.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/_01-iphone.jpg	(from https://rallyinteractive.com/case-studies/world-atlas/)
21:37:24	186185/186185	---M--	200	added ('OK')	image/jpeg	etag:%226d315fdbb35ad0ba29da28d4a756c977%22	https://rally-media.s3.amazonaws.com/screenshots/_02-ipad-preview.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/_02-ipad-preview.jpg	(from https://rallyinteractive.com/case-studies/world-atlas/)
21:37:25	83840/83840	---M--	200	added ('OK')	image/jpeg	etag:%223ac0e4088562a37cc3c71efc6f3c7553%22	https://rally-media.s3.amazonaws.com/screenshots/04-iphone.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/04-iphone.jpg	(from https://rallyinteractive.com/case-studies/world-atlas/)
21:37:28	94399/94399	---M--	200	added ('OK')	image/jpeg	etag:%223eff1ff89435ac4435acea335ddebc1b%22	https://rally-media.s3.amazonaws.com/screenshots/_03-ipad-preview.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/_03-ipad-preview.jpg	(from https://rallyinteractive.com/case-studies/world-atlas/)
21:37:29	134313/134313	---M--	200	added ('OK')	image/jpeg	etag:%22f608a0b673d1edb1c64b8a045b524cee%22	https://rally-media.s3.amazonaws.com/heroshots/01-espnfc-mobile.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/01-espnfc-mobile.jpg	(from https://rallyinteractive.com/case-studies/espn-fc/)
21:37:31	62405/62405	---M--	200	added ('OK')	image/jpeg	etag:%22a92e4e8262d5d634ca53b52c3ab626c0%22	https://rally-media.s3.amazonaws.com/heroshots/_02_back_up.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/_02_back_up.jpg	(from https://rallyinteractive.com/case-studies/merchant-app/)
21:37:32	311175/311175	---M--	200	added ('OK')	image/jpeg	etag:%2203687f0984f59fb0b87342734b95b112%22	https://rally-media.s3.amazonaws.com/heroshots/00-espnfc-desktop.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/00-espnfc-desktop.jpg	(from https://rallyinteractive.com/case-studies/espn-fc/)
21:37:37	59262/59262	---M--	200	added ('OK')	image/jpeg	etag:%22ac7aa69d28678412fad72553c1f5a6d6%22	https://rally-media.s3.amazonaws.com/heroshots/_01_back_up.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/_01_back_up.jpg	(from https://rallyinteractive.com/case-studies/merchant-app/)
21:37:37	18447/18447	---M--	200	added ('OK')	image/jpeg	etag:%223cef06dc0724eb732ff93c3f556a2caf%22	https://rally-media.s3.amazonaws.com/heroshots/_00_back_up.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/_00_back_up.jpg	(from https://rallyinteractive.com/case-studies/merchant-app/)
21:37:39	65953/65953	---M--	200	added ('OK')	image/jpeg	etag:%2284c2d2aa0a7998e9c7a0050e62dc76c4%22	https://rally-media.s3.amazonaws.com/screenshots/_03_back_up.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/_03_back_up.jpg	(from https://rallyinteractive.com/case-studies/merchant-app/)
21:37:41	63012/63012	---M--	200	added ('OK')	image/jpeg	etag:%22f231a2b69a80f21e6287a01e2aa1ace2%22	https://rally-media.s3.amazonaws.com/screenshots/_04_back_up.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/_04_back_up.jpg	(from https://rallyinteractive.com/case-studies/merchant-app/)
21:37:42	18447/18447	---M--	200	added ('OK')	image/jpeg	etag:%223cef06dc0724eb732ff93c3f556a2caf%22	https://rally-media.s3.amazonaws.com/screenshots/_00_back_up.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/_00_back_up.jpg	(from https://rallyinteractive.com/case-studies/merchant-app/)
21:37:44	59262/59262	---M--	200	added ('OK')	image/jpeg	etag:%22ac7aa69d28678412fad72553c1f5a6d6%22	https://rally-media.s3.amazonaws.com/screenshots/_01_back_up.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/_01_back_up.jpg	(from https://rallyinteractive.com/case-studies/merchant-app/)
21:37:46	62405/62405	---M--	200	added ('OK')	image/jpeg	etag:%22a92e4e8262d5d634ca53b52c3ab626c0%22	https://rally-media.s3.amazonaws.com/screenshots/_02_back_up.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/screenshots/_02_back_up.jpg	(from https://rallyinteractive.com/case-studies/merchant-app/)
21:37:50	148753/148753	---M--	200	added ('OK')	image/jpeg	etag:%22671ae7705efac3685842e3c81491104e%22	https://rally-media.s3.amazonaws.com/heroshots/IMG_7245.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/IMG_7245.jpg	(from https://rallyinteractive.com/case-studies/city-guides/)
21:37:50	136507/136507	---M--	200	added ('OK')	image/jpeg	etag:%22c45bddb23c8544e0908506c5c098e143%22	https://rally-media.s3.amazonaws.com/heroshots/IMG_7244.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/IMG_7244.jpg	(from https://rallyinteractive.com/case-studies/city-guides/)
21:37:52	188100/188100	---M--	200	added ('OK')	image/jpeg	etag:%22ddae39406a1a27e86b404d7e04a3b23b%22	https://rally-media.s3.amazonaws.com/heroshots/IMG_7247.jpg	C:/My%20Web%20Sites/WIngsnew/rally-media.s3.amazonaws.com/heroshots/IMG_7247.jpg	(from https://rallyinteractive.com/case-studies/city-guides/)
